"","2023-05-23 13:30:08","2023-05-23 13:30:11","2023-05-23 13:30:14","2023-05-23 13:30:15","2023-05-23 13:30:21","2023-05-23 13:30:23","2023-05-23 13:30:25","2023-05-23 13:30:27","2023-05-23 13:30:28","2023-05-23 13:30:29","2023-05-23 13:30:36","2023-05-23 13:30:40","2023-05-23 13:30:41","2023-05-23 13:30:42","2023-05-23 13:30:45","2023-05-23 13:30:49","2023-05-23 13:30:58","2023-05-23 13:30:59","2023-05-23 13:31:03","2023-05-23 13:31:16","2023-05-23 13:31:19","2023-05-23 13:31:20","2023-05-23 13:31:27","2023-05-23 13:31:29","2023-05-23 13:31:33","2023-05-23 13:31:39","2023-05-23 13:31:40","2023-05-23 13:31:48","2023-05-23 13:31:58","2023-05-23 13:31:59","2023-05-23 13:32:08","2023-05-23 13:32:13","2023-05-23 13:32:42","2023-05-23 13:33:15","2023-05-23 13:33:16","2023-05-23 13:33:21","2023-05-23 13:33:23","2023-05-23 13:33:25","2023-05-23 13:33:36","2023-05-23 13:33:37","2023-05-23 13:33:40","2023-05-23 13:33:41","2023-05-23 13:33:43","2023-05-23 13:33:44","2023-05-23 13:33:46","2023-05-23 13:33:47","2023-05-23 13:33:49","2023-05-23 13:33:56","2023-05-23 13:33:57","2023-05-23 13:34:04","2023-05-23 13:34:05","2023-05-23 13:34:07","2023-05-23 13:34:08","2023-05-23 13:34:09","2023-05-23 13:34:15","2023-05-23 13:34:20","2023-05-23 13:34:21","2023-05-23 13:34:22","2023-05-23 13:34:26","2023-05-23 13:34:31","2023-05-23 13:34:32","2023-05-23 13:34:34","2023-05-23 13:34:42","2023-05-23 13:34:45","2023-05-23 13:34:46","2023-05-23 13:34:47","2023-05-23 13:35:05","2023-05-23 13:35:06","2023-05-23 13:35:07","2023-05-23 13:35:10","2023-05-23 13:35:12","2023-05-23 13:35:16","2023-05-23 13:35:17","2023-05-23 13:35:48","2023-05-23 13:35:54","2023-05-23 13:36:02","2023-05-23 13:36:09","2023-05-23 13:36:11","2023-05-23 13:36:12","2023-05-23 13:36:16","2023-05-23 13:36:23","2023-05-23 13:36:33","2023-05-23 13:36:38","2023-05-23 13:36:45","2023-05-23 13:36:46","2023-05-23 13:36:55","2023-05-23 13:37:11","2023-05-23 13:37:38","2023-05-23 13:37:46","2023-05-23 13:37:49","2023-05-23 13:37:50","2023-05-23 13:37:52","2023-05-23 13:37:55","2023-05-23 13:37:57","2023-05-23 13:38:06","2023-05-23 13:38:29","2023-05-23 13:38:33","2023-05-23 13:38:34","2023-05-23 13:38:44","2023-05-23 13:38:56","2023-05-23 13:39:00","2023-05-23 13:39:01","2023-05-23 13:39:05","2023-05-23 13:39:14","2023-05-23 13:39:25","2023-05-23 13:39:26","2023-05-23 13:39:36","2023-05-23 13:39:45","2023-05-23 13:39:50","2023-05-23 13:39:51","2023-05-23 13:39:56","2023-05-23 13:39:59","2023-05-23 13:40:06","2023-05-23 13:40:09","2023-05-23 13:40:11","2023-05-23 13:40:12","2023-05-23 13:40:16","2023-05-23 13:40:18","2023-05-23 13:40:20","2023-05-23 13:40:22","2023-05-23 13:40:24","2023-05-23 13:40:28","2023-05-23 13:40:29","2023-05-23 13:40:34","2023-05-23 13:40:36","2023-05-23 13:40:37","2023-05-23 13:40:38","2023-05-23 13:40:39","2023-05-23 13:40:42","2023-05-23 13:40:46","2023-05-23 13:40:48","2023-05-23 13:40:49","2023-05-23 13:40:53","2023-05-23 13:40:56","2023-05-23 13:40:58","2023-05-23 13:40:59","2023-05-23 13:41:05","2023-05-23 13:41:13","2023-05-23 13:41:14","2023-05-23 13:41:18","2023-05-23 13:41:20","2023-05-23 13:41:25","2023-05-23 13:41:33","2023-05-23 13:41:36","2023-05-23 13:41:37","2023-05-23 13:41:41","2023-05-23 13:41:53","2023-05-23 13:41:55","2023-05-23 13:42:02","2023-05-23 13:42:03","2023-05-23 13:42:08","2023-05-23 13:42:33","2023-05-23 13:42:37","2023-05-23 13:42:46","2023-05-23 13:42:47","2023-05-23 13:42:53","2023-05-23 13:42:58","2023-05-23 13:43:15","2023-05-23 13:43:18","2023-05-23 13:43:21","2023-05-23 13:43:29","2023-05-23 13:43:30","2023-05-23 13:43:39","2023-05-23 13:43:48","2023-05-23 13:44:00","2023-05-23 13:44:04","2023-05-23 13:44:05","2023-05-23 13:44:09","2023-05-23 13:44:14","2023-05-23 13:44:19","2023-05-23 13:44:21","2023-05-23 13:44:26","2023-05-23 13:44:27","2023-05-23 13:44:32","2023-05-23 13:44:34","2023-05-23 13:44:41","2023-05-23 13:44:47","2023-05-23 13:44:48","2023-05-23 13:44:52","2023-05-23 13:45:03","2023-05-23 13:45:07","2023-05-23 13:45:14","2023-05-23 13:45:15","2023-05-23 13:45:24","2023-05-23 13:46:01","2023-05-23 13:46:02","2023-05-23 13:46:13","2023-05-23 13:46:28","2023-05-23 13:46:32","2023-05-23 13:46:33","2023-05-23 13:46:53","2023-05-23 13:46:55","2023-05-23 13:47:00","2023-05-23 13:47:13","2023-05-23 13:47:20","2023-05-23 13:47:21","2023-05-23 13:47:22","2023-05-23 13:47:23","2023-05-23 13:47:25","2023-05-23 13:47:30","2023-05-23 13:47:41","2023-05-23 13:47:45","2023-05-23 13:47:46","2023-05-23 13:48:01","2023-05-23 13:48:12","2023-05-23 13:48:18","2023-05-23 13:48:24","2023-05-23 13:48:29","2023-05-23 13:48:30","2023-05-23 13:48:31","2023-05-23 13:48:36","2023-05-23 13:48:42","2023-05-23 13:48:56","2023-05-23 13:48:58","2023-05-23 13:48:59","2023-05-23 13:49:00","2023-05-23 13:49:01","2023-05-23 13:49:12","2023-05-23 13:49:56","2023-05-23 13:49:58","2023-05-23 13:49:59","2023-05-23 13:50:02","2023-05-23 13:50:12","2023-05-23 13:50:35","2023-05-23 13:50:41","2023-05-23 13:50:42","2023-05-23 13:50:43","2023-05-23 13:51:20","2023-05-23 13:51:26","2023-05-23 13:51:27","2023-05-23 13:51:42","2023-05-23 13:51:45","2023-05-23 13:51:46","2023-05-23 13:51:50","2023-05-23 13:51:53","2023-05-23 13:51:57","2023-05-23 13:52:00","2023-05-23 13:52:10","2023-05-23 13:52:13","2023-05-23 13:52:14","2023-05-23 13:52:19","2023-05-23 13:52:20","2023-05-23 13:52:21","2023-05-23 13:52:24","2023-05-23 13:52:25","2023-05-23 13:52:29","2023-05-23 13:52:32","2023-05-23 13:53:12","2023-05-23 13:53:13","2023-05-23 13:53:17","2023-05-23 13:53:28","2023-05-23 13:53:31","2023-05-23 13:53:34","2023-05-23 13:53:37","2023-05-23 13:53:38","2023-05-23 13:53:55","2023-05-23 13:54:07","2023-05-23 13:54:10","2023-05-23 13:54:13","2023-05-23 13:54:17","2023-05-23 13:54:21","2023-05-23 13:54:22","2023-05-23 13:54:26","2023-05-23 13:54:30","2023-05-23 13:55:00","2023-05-23 13:55:11","2023-05-23 13:55:12","2023-05-23 13:55:16","2023-05-23 13:55:26","2023-05-23 13:55:29","2023-05-23 13:55:33","2023-05-23 13:55:34","2023-05-23 13:55:35","2023-05-23 13:55:36","2023-05-23 13:55:45","2023-05-23 13:55:48","2023-05-23 13:55:55","2023-05-23 13:56:02","2023-05-23 13:56:06","2023-05-23 13:56:07","2023-05-23 13:56:08","2023-05-23 13:56:14","2023-05-23 13:56:26","2023-05-23 13:56:32","2023-05-23 13:56:33","2023-05-23 13:56:36","2023-05-23 13:56:41","2023-05-23 13:56:53","2023-05-23 13:56:57","2023-05-23 13:57:07","2023-05-23 13:57:12","2023-05-23 13:57:13","2023-05-23 13:57:18","2023-05-23 13:57:20","2023-05-23 13:57:21","2023-05-23 13:57:24","2023-05-23 13:57:29","2023-05-23 13:57:30","2023-05-23 13:57:33","2023-05-23 13:57:54","2023-05-23 13:58:29","2023-05-23 13:58:38","2023-05-23 13:58:39","2023-05-23 13:58:44","2023-05-23 13:58:49","2023-05-23 13:58:56","2023-05-23 13:58:58","2023-05-23 13:59:07","2023-05-23 13:59:08","2023-05-23 13:59:09","2023-05-23 13:59:13","2023-05-23 13:59:18","2023-05-23 13:59:27","2023-05-23 13:59:31","2023-05-23 13:59:32","2023-05-23 13:59:33","2023-05-23 13:59:51","2023-05-23 14:00:08","2023-05-23 14:00:14","2023-05-23 14:00:35","2023-05-23 14:00:36","2023-05-23 14:00:42","2023-05-23 14:00:48","2023-05-23 14:00:52","2023-05-23 14:00:58","2023-05-23 14:01:05","2023-05-23 14:01:09","2023-05-23 14:01:10","2023-05-23 14:01:19","2023-05-23 14:01:25","2023-05-23 14:01:31","2023-05-23 14:01:36","2023-05-23 14:01:37","2023-05-23 14:01:50","2023-05-23 14:02:03","2023-05-23 14:02:05","2023-05-23 14:02:06","2023-05-23 14:02:10","2023-05-23 14:02:19","2023-05-23 14:02:20","2023-05-23 14:02:27","2023-05-23 14:02:30","2023-05-23 14:02:48","2023-05-23 14:02:58","2023-05-23 14:02:59","2023-05-23 14:03:00"
"Agile Hippopotamus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brave Cheetah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clever Lion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Cunning Giraffe",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"Daring Koala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elusive Fox",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Energetic Badger",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"Fierce Porcupine",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"Gentle Bear",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Graceful Raccoon",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
